transaction_id,timestamp,amount,sender_account,beneficiary_account,is_fraud_ground_truth,is_fraud_label,fraud_pattern
TX0001670,2026-01-11 02:43:08.028574892,474.93,A030,A009,0,0,normal
TX0002899,2026-01-11 03:03:49.888273123,1209.03,A025,A019,0,0,normal
TX0004773,2026-01-11 03:41:28.991460382,296.36,A001,A018,0,0,normal
TX0002761,2026-01-11 04:25:20.519236198,139.97,A027,A002,0,0,normal
TX0003078,2026-01-11 04:31:49.314486382,65.44,A026,A004,0,0,normal
TX0005755,2026-01-11 05:06:55.024061515,477.02,A002,A020,0,0,normal
TX0005311,2026-01-11 05:23:07.506942495,524.69,A002,A026,0,0,normal
TX0005789,2026-01-11 06:06:13.297272823,9948.34,A003,A013,1,0,repeated_pair
TX0000133,2026-01-11 06:27:53.143419892,2973.71,A014,A027,0,0,normal
TX0001419,2026-01-11 07:13:04.058740366,9754.05,A021,A030,1,1,circular
TX0000710,2026-01-11 08:02:34.313548161,1284.07,A010,A024,0,0,normal
TX0004790,2026-01-11 08:07:35.775701737,507.94,A013,A016,0,0,normal
TX0001071,2026-01-11 08:59:05.375186705,191.41,A026,A020,0,0,normal
TX0000268,2026-01-11 09:06:18.267424604,20523.82,A019,A021,1,0,circular
TX0001564,2026-01-11 09:39:00.682627320,254.73,A014,A030,0,0,normal
TX0005075,2026-01-11 09:53:34.731157798,105.24,A019,A014,0,0,normal
TX0005305,2026-01-11 10:23:42.551747971,612.02,A011,A025,0,0,normal
TX0004830,2026-01-11 10:48:09.694578918,2480.18,A021,A023,0,0,normal
TX0004601,2026-01-11 11:03:14.578429643,2777.41,A008,A016,0,0,normal
TX0001689,2026-01-11 11:15:59.415486178,496.19,A019,A018,0,0,normal
TX0004242,2026-01-11 11:35:20.790337820,163.27,A025,A017,0,0,normal
TX0002679,2026-01-11 11:38:18.678469605,1634.14,A015,A016,0,0,normal
TX0003811,2026-01-11 12:04:37.020109221,4069.68,A020,A027,0,0,normal
TX0001330,2026-01-11 12:16:13.135973489,1104.86,A024,A005,0,0,normal
TX0004542,2026-01-11 12:54:19.897333377,156.03,A023,A003,0,0,normal
TX0000079,2026-01-11 12:56:37.211335693,1860.04,A026,A004,0,0,normal
TX0002457,2026-01-11 13:22:00.298745850,190.82,A027,A023,0,0,normal
TX0000925,2026-01-11 13:45:21.920160707,574.7,A030,A016,0,0,normal
TX0004956,2026-01-11 14:29:15.942524588,9651.48,A003,A013,1,1,repeated_pair
TX0000366,2026-01-11 14:32:34.055599842,128.65,A016,A019,0,0,normal
TX0004423,2026-01-11 14:35:26.567420038,312.68,A003,A012,0,0,normal
TX0003286,2026-01-11 14:47:48.244921478,1321.28,A027,A024,0,0,normal
TX0001449,2026-01-11 15:09:09.420028308,195.35,A015,A011,0,0,normal
TX0004753,2026-01-11 15:24:51.936712832,138.0,A016,A028,0,0,normal
TX0005696,2026-01-11 15:32:04.932686080,1453.4,A028,A021,0,0,normal
TX0002488,2026-01-11 15:32:59.827745697,1208.56,A027,A006,0,0,normal
TX0000631,2026-01-11 15:55:41.203825685,16013.06,A003,A013,1,0,circular
TX0002932,2026-01-11 15:55:48.239610070,494.82,A030,A017,0,0,normal
TX0004003,2026-01-11 16:02:00.223943353,890.36,A020,A001,0,0,normal
TX0005098,2026-01-11 16:48:20.887099340,9638.22,A019,A021,1,0,circular
TX0005444,2026-01-11 16:49:48.795249316,426.59,A010,A015,0,0,normal
TX0000104,2026-01-11 17:30:35.364496136,524.5,A028,A015,0,0,normal
TX0005891,2026-01-11 17:38:16.249759875,9850.19,A003,A013,1,0,repeated_pair
TX0005928,2026-01-11 18:28:38.448834952,220.0,A025,A009,0,0,normal
TX0001971,2026-01-11 18:39:42.312612507,297.12,A024,A006,0,0,normal
TX0002701,2026-01-11 19:07:46.356966829,18285.11,A003,A021,1,1,structuring
TX0001116,2026-01-11 19:49:01.600768066,798.45,A005,A015,0,0,normal
TX0000200,2026-01-11 20:36:55.783306768,402.27,A019,A029,0,0,normal
TX0005435,2026-01-11 20:43:17.499352545,9639.98,A030,A021,1,1,structuring
TX0002675,2026-01-11 21:53:57.984964160,272.93,A010,A002,0,0,normal
TX0000086,2026-01-11 23:21:02.848812157,2087.72,A022,A027,0,0,normal
TX0000994,2026-01-11 23:33:07.988150498,1782.02,A026,A027,0,0,normal
TX0003932,2026-01-12 00:24:18.327505609,144.67,A003,A015,0,0,normal
TX0002192,2026-01-12 00:54:30.660589446,615.58,A025,A029,0,0,normal
TX0000041,2026-01-12 01:09:25.559673783,2324.59,A029,A008,0,0,normal
TX0003126,2026-01-12 01:37:13.159724400,2635.7,A011,A012,0,0,normal
TX0005192,2026-01-12 02:13:59.446428639,626.26,A007,A001,0,0,normal
TX0005893,2026-01-12 02:56:03.350278292,185.07,A003,A007,0,0,normal
TX0003394,2026-01-12 03:20:21.405801771,598.73,A006,A027,0,0,normal
TX0002425,2026-01-12 03:24:12.375724577,349.81,A008,A027,0,0,normal
TX0001553,2026-01-12 03:35:38.990904836,757.83,A009,A007,0,0,normal
TX0000526,2026-01-12 03:40:47.618125440,967.3,A012,A006,0,0,normal
TX0000459,2026-01-12 03:42:22.187394211,9693.0,A003,A013,1,1,repeated_pair
TX0004468,2026-01-12 04:32:58.143794865,439.98,A005,A025,0,0,normal
TX0003024,2026-01-12 05:43:40.057077660,389.25,A020,A017,0,0,normal
TX0001558,2026-01-12 06:08:17.718415094,549.55,A030,A013,0,0,normal
TX0001068,2026-01-12 06:42:14.926680119,243.95,A003,A025,0,0,normal
TX0005092,2026-01-12 07:57:12.941110752,9957.54,A019,A021,1,1,repeated_pair
TX0002012,2026-01-12 09:19:08.541724753,1732.98,A007,A006,0,0,normal
TX0002245,2026-01-12 09:40:14.638767740,635.76,A010,A003,0,0,normal
TX0003903,2026-01-12 09:47:56.079387920,314.53,A002,A026,0,0,normal
TX0000633,2026-01-12 10:00:53.497291562,9657.15,A003,A019,1,0,structuring
TX0005821,2026-01-12 10:42:48.375982121,523.17,A009,A002,0,0,normal
TX0005334,2026-01-12 11:46:57.559705824,9802.88,A021,A019,1,0,bursty
TX0003993,2026-01-12 11:51:40.673454177,9897.39,A021,A030,1,0,bursty
TX0002923,2026-01-12 11:57:36.378918180,21306.89,A021,A013,1,1,bursty
TX0004772,2026-01-12 11:58:02.589749346,21461.47,A003,A019,1,0,bursty
TX0001950,2026-01-12 12:04:45.703515976,801.21,A019,A029,0,0,normal
TX0003438,2026-01-12 12:07:04.858569138,261.98,A002,A007,0,0,normal
TX0000670,2026-01-12 12:10:29.433463944,9793.26,A030,A003,1,1,bursty
TX0001773,2026-01-12 12:19:08.187302890,9917.98,A019,A003,1,0,bursty
TX0004123,2026-01-12 12:19:27.860297779,9965.94,A003,A021,1,0,bursty
TX0001544,2026-01-12 12:21:17.233664771,9700.48,A021,A030,1,0,circular
TX0004424,2026-01-12 12:21:21.226367367,9730.85,A021,A019,1,0,bursty
TX0003683,2026-01-12 12:22:21.939770262,9989.65,A019,A030,1,0,bursty
TX0001839,2026-01-12 12:22:54.647608213,12310.91,A019,A021,1,1,bursty
TX0005724,2026-01-12 12:28:38.246841016,9745.14,A003,A019,1,0,bursty
TX0000626,2026-01-12 12:29:06.431838021,19580.36,A021,A013,1,0,bursty
TX0001008,2026-01-12 12:30:36.542428450,9982.69,A030,A019,1,0,bursty
TX0005868,2026-01-12 12:33:30.893426002,9840.59,A003,A030,1,0,bursty
TX0002890,2026-01-12 12:37:20.516813001,9870.16,A003,A030,1,1,bursty
TX0003218,2026-01-12 12:39:34.823425766,18413.63,A003,A013,1,0,bursty
TX0003288,2026-01-12 12:40:32.318414097,9602.2,A003,A019,1,1,bursty
TX0004115,2026-01-12 12:42:42.101284469,9704.59,A019,A030,1,0,bursty
TX0000018,2026-01-12 12:43:50.220749504,9659.4,A021,A013,1,0,bursty
TX0003893,2026-01-12 12:43:56.862951337,9840.48,A021,A003,1,0,bursty
TX0004041,2026-01-12 12:45:03.359446796,9941.23,A019,A003,1,1,bursty
TX0001354,2026-01-12 12:49:09.154661970,21184.24,A019,A013,1,0,bursty
TX0001234,2026-01-12 12:49:49.688378774,1401.87,A026,A010,0,0,normal
TX0005732,2026-01-12 12:50:39.055801123,13806.84,A019,A013,1,0,bursty
TX0003681,2026-01-12 12:51:34.484406720,9658.57,A030,A019,1,1,bursty
TX0002654,2026-01-12 12:53:30.753102968,562.45,A003,A017,0,0,normal
TX0004474,2026-01-12 13:00:59.470314891,16783.97,A019,A030,1,0,bursty
TX0001082,2026-01-12 13:01:51.059960919,9751.08,A019,A003,1,1,bursty
TX0001878,2026-01-12 13:02:34.993410559,9963.36,A021,A003,1,0,bursty
TX0004663,2026-01-12 13:08:41.137045795,9836.14,A021,A030,1,1,bursty
TX0002558,2026-01-12 13:12:27.992311832,12594.96,A003,A030,1,0,bursty
TX0005097,2026-01-12 13:14:23.442375985,9774.23,A003,A019,1,0,bursty
TX0001734,2026-01-12 13:17:53.186395398,9701.69,A003,A019,1,0,bursty
TX0001536,2026-01-12 13:21:55.340145276,9712.4,A030,A013,1,0,bursty
TX0005218,2026-01-12 13:22:11.761837377,9681.36,A030,A013,1,1,bursty
TX0000970,2026-01-12 13:25:27.833746225,16683.38,A019,A021,1,0,bursty
TX0003206,2026-01-12 13:30:26.280382629,18449.91,A030,A003,1,1,bursty
TX0001000,2026-01-12 13:31:13.402311432,21896.58,A019,A030,1,0,bursty
TX0003701,2026-01-12 13:33:58.286643636,9806.05,A013,A021,1,0,bursty
TX0001635,2026-01-12 13:38:21.701367605,376.12,A029,A013,0,0,normal
TX0000805,2026-01-12 13:45:04.118369071,466.15,A027,A011,0,0,normal
TX0000688,2026-01-12 13:45:19.193185495,9622.16,A019,A021,1,0,bursty
TX0002327,2026-01-12 13:52:09.329887506,1409.74,A002,A027,0,0,normal
TX0002523,2026-01-12 14:17:18.159799555,232.65,A023,A014,0,0,normal
TX0000686,2026-01-12 14:22:30.569840210,328.3,A010,A009,0,0,normal
TX0002882,2026-01-12 14:52:20.816040970,176.71,A009,A029,0,0,normal
TX0001482,2026-01-12 15:18:28.615438466,867.26,A019,A012,0,0,normal
TX0003978,2026-01-12 15:40:31.025398760,444.45,A028,A016,0,0,normal
TX0005395,2026-01-12 15:49:49.047018524,1061.24,A020,A026,0,0,normal
TX0000944,2026-01-12 16:16:31.780245302,696.38,A004,A019,0,0,normal
TX0005864,2026-01-12 16:37:02.576326632,908.57,A005,A009,0,0,normal
TX0000007,2026-01-12 16:37:49.495567122,231.33,A030,A024,0,0,normal
TX0005568,2026-01-12 18:29:37.619374013,111.38,A007,A029,0,0,normal
TX0004306,2026-01-12 18:32:47.212293729,258.56,A007,A028,0,0,normal
TX0002913,2026-01-12 18:37:28.579909377,4605.85,A014,A011,0,0,normal
TX0000326,2026-01-12 19:17:42.464425135,1356.33,A018,A023,0,0,normal
TX0005230,2026-01-12 19:29:32.049865194,1210.92,A013,A018,0,0,normal
TX0004241,2026-01-12 20:21:50.094778993,9848.8,A003,A013,1,0,repeated_pair
TX0001387,2026-01-12 20:25:18.292164185,1162.09,A027,A029,0,0,normal
TX0003383,2026-01-12 20:32:22.981375695,427.41,A016,A023,0,0,normal
TX0002365,2026-01-12 21:11:19.788536388,111.86,A005,A015,0,0,normal
TX0003693,2026-01-12 21:58:42.212140099,9818.08,A019,A021,1,0,circular
TX0001280,2026-01-12 22:05:41.939517935,85.22,A025,A004,0,0,normal
TX0000385,2026-01-12 22:17:27.088936111,9922.63,A003,A013,1,0,structuring
TX0002562,2026-01-13 00:37:41.155710390,204.21,A008,A020,0,0,normal
TX0003894,2026-01-13 00:49:44.996036461,896.88,A025,A002,0,0,normal
TX0001036,2026-01-13 01:12:01.269572343,1057.5,A027,A012,0,0,normal
TX0001337,2026-01-13 01:48:16.495897325,9822.49,A013,A019,1,0,circular
TX0000148,2026-01-13 02:13:56.983555453,2210.78,A022,A007,0,0,normal
TX0002995,2026-01-13 02:38:48.448049759,770.65,A025,A018,0,0,normal
TX0004339,2026-01-13 03:19:38.223431622,181.14,A011,A018,0,0,normal
TX0000736,2026-01-13 03:42:34.922139123,315.68,A010,A020,0,0,normal
TX0000393,2026-01-13 03:46:20.329203675,170.96,A005,A019,0,0,normal
TX0005569,2026-01-13 03:52:08.611931634,91.55,A009,A029,0,0,normal
TX0000891,2026-01-13 04:12:32.140821084,256.14,A016,A023,0,0,normal
TX0003939,2026-01-13 04:52:29.710292658,168.39,A019,A013,0,0,normal
TX0001598,2026-01-13 04:57:10.061554371,824.11,A009,A005,0,0,normal
TX0001949,2026-01-13 05:00:46.597231834,410.53,A015,A018,0,0,normal
TX0003915,2026-01-13 05:34:15.494818110,14231.58,A019,A021,1,1,repeated_pair
TX0004849,2026-01-13 05:46:19.748458033,1358.16,A007,A027,0,0,normal
TX0001016,2026-01-13 05:49:09.278010324,1548.46,A017,A009,0,0,normal
TX0001364,2026-01-13 05:54:58.160744527,1084.8,A002,A026,0,0,normal
TX0001886,2026-01-13 06:09:54.933336675,92.78,A015,A013,0,0,normal
TX0002444,2026-01-13 06:30:12.386787894,681.97,A009,A030,0,0,normal
TX0003890,2026-01-13 06:39:52.842806234,261.39,A029,A007,0,0,normal
TX0003241,2026-01-13 06:50:56.849475868,741.75,A014,A008,0,0,normal
TX0004866,2026-01-13 06:53:02.017392789,222.86,A025,A013,0,0,normal
TX0005606,2026-01-13 06:55:56.559369775,341.35,A002,A004,0,0,normal
TX0005078,2026-01-13 07:05:25.291360863,422.86,A012,A008,0,0,normal
TX0001410,2026-01-13 07:10:05.582674375,497.33,A012,A007,0,0,normal
TX0000146,2026-01-13 07:32:02.121137096,857.25,A022,A024,0,0,normal
TX0004747,2026-01-13 07:50:26.503600468,500.4,A003,A005,0,0,normal
TX0004090,2026-01-13 08:11:58.218273229,669.64,A006,A011,0,0,normal
TX0002495,2026-01-13 08:18:18.599590384,862.14,A022,A023,0,0,normal
TX0003271,2026-01-13 08:18:56.499145033,177.67,A004,A023,0,0,normal
TX0001472,2026-01-13 08:20:50.020708038,275.08,A020,A021,0,0,normal
TX0004251,2026-01-13 08:26:06.622373074,1892.34,A016,A007,0,0,normal
TX0002114,2026-01-13 08:58:16.312778700,279.72,A006,A010,0,0,normal
TX0001822,2026-01-13 09:07:00.680705748,791.7,A018,A007,0,0,normal
TX0002250,2026-01-13 09:34:58.593789616,347.67,A021,A010,0,0,normal
TX0004556,2026-01-13 10:01:51.192365036,162.13,A016,A025,0,0,normal
TX0001687,2026-01-13 10:12:47.866268282,251.97,A014,A004,0,0,normal
TX0002725,2026-01-13 10:17:04.935107091,178.87,A002,A028,0,0,normal
TX0000165,2026-01-13 10:31:24.831655843,13883.22,A030,A003,1,1,circular
TX0001982,2026-01-13 10:46:57.696741458,19650.18,A003,A013,1,0,repeated_pair
TX0000238,2026-01-13 10:47:26.710893329,412.73,A006,A005,0,0,normal
TX0001379,2026-01-13 10:57:00.026747187,561.88,A020,A003,0,0,normal
TX0005250,2026-01-13 11:20:17.583370465,418.31,A028,A017,0,0,normal
TX0005551,2026-01-13 11:20:22.796770787,409.09,A006,A020,0,0,normal
TX0005379,2026-01-13 11:30:24.467982040,227.35,A006,A002,0,0,normal
TX0000867,2026-01-13 11:55:08.244523065,369.89,A023,A025,0,0,normal
TX0003756,2026-01-13 12:30:51.716788164,501.65,A002,A009,0,0,normal
TX0000595,2026-01-13 13:19:02.902255141,1568.59,A010,A008,0,0,normal
TX0001345,2026-01-13 13:32:31.122671087,20447.3,A003,A013,1,0,repeated_pair
TX0004177,2026-01-13 13:41:17.910107474,799.35,A007,A004,0,0,normal
TX0004317,2026-01-13 13:46:23.023600563,390.73,A026,A029,0,0,normal
TX0000012,2026-01-13 13:57:41.317643666,1892.11,A020,A016,0,0,normal
TX0005578,2026-01-13 14:05:04.487148376,772.82,A028,A026,0,0,normal
TX0000715,2026-01-13 14:47:17.535193365,1277.55,A011,A029,0,0,normal
TX0002526,2026-01-13 14:50:46.907604714,229.6,A024,A008,0,0,normal
TX0000032,2026-01-13 14:56:16.775804108,18722.4,A003,A030,1,1,structuring
TX0000049,2026-01-13 15:08:00.566429388,605.11,A026,A004,0,0,normal
TX0002150,2026-01-13 16:19:27.200223950,9602.14,A030,A013,1,0,structuring
TX0005128,2026-01-13 16:42:44.107416732,499.94,A001,A004,0,0,normal
TX0003626,2026-01-13 16:55:07.465820013,185.89,A022,A029,0,0,normal
TX0001628,2026-01-13 17:07:13.543386306,415.22,A017,A025,0,0,normal
TX0000664,2026-01-13 17:11:05.199580027,581.69,A009,A006,0,0,normal
TX0003991,2026-01-13 18:04:41.251418060,1065.42,A002,A009,0,0,normal
TX0004597,2026-01-13 19:08:56.850999583,132.54,A030,A005,0,0,normal
TX0001694,2026-01-13 19:33:28.362320864,278.9,A030,A024,0,0,normal
TX0002821,2026-01-13 20:29:48.506723952,100.2,A007,A030,0,0,normal
TX0005496,2026-01-13 20:33:28.355809748,1120.86,A027,A010,0,0,normal
TX0004410,2026-01-13 21:02:08.641775307,824.73,A023,A009,0,0,normal
TX0002724,2026-01-13 21:24:24.302217296,153.92,A022,A010,0,0,normal
TX0000698,2026-01-13 21:31:31.630728531,966.74,A006,A005,0,0,normal
TX0002738,2026-01-13 22:41:55.796757433,685.02,A006,A018,0,0,normal
TX0000057,2026-01-13 22:45:48.006911672,14847.2,A013,A019,1,1,structuring
TX0000043,2026-01-13 22:49:06.835941023,667.69,A015,A016,0,0,normal
TX0000569,2026-01-13 23:22:45.845855334,3036.85,A015,A001,0,0,normal
TX0004653,2026-01-14 00:37:15.752204545,559.14,A026,A027,0,0,normal
TX0003627,2026-01-14 01:45:58.642027242,1590.73,A019,A014,0,0,normal
TX0001174,2026-01-14 01:47:18.560965825,618.39,A010,A011,0,0,normal
TX0003190,2026-01-14 01:50:23.778124090,16546.8,A021,A030,1,1,structuring
TX0004158,2026-01-14 02:01:34.643608520,357.55,A007,A013,0,0,normal
TX0001893,2026-01-14 02:29:27.089695101,1047.72,A007,A024,0,0,normal
TX0003849,2026-01-14 02:35:00.697322054,496.37,A015,A014,0,0,normal
TX0002859,2026-01-14 02:50:54.499301760,541.42,A024,A006,0,0,normal
TX0004073,2026-01-14 02:58:05.241387469,9747.12,A019,A021,1,0,repeated_pair
TX0002688,2026-01-14 03:34:50.441363060,321.76,A012,A014,0,0,normal
TX0005269,2026-01-14 03:45:50.610449039,15777.9,A021,A030,1,0,circular
TX0002476,2026-01-14 04:01:02.565892918,3627.6,A004,A020,0,0,normal
TX0001193,2026-01-14 04:31:26.904090169,331.6,A021,A019,0,0,normal
TX0002576,2026-01-14 04:36:00.253066578,19868.65,A003,A013,1,1,circular
TX0000962,2026-01-14 04:42:21.412290064,239.99,A030,A024,0,0,normal
TX0003328,2026-01-14 05:10:39.351402289,726.43,A020,A028,0,0,normal
TX0005603,2026-01-14 05:34:45.318155438,695.31,A020,A025,0,0,normal
TX0003367,2026-01-14 05:43:23.192964362,280.17,A008,A019,0,0,normal
TX0005024,2026-01-14 06:22:48.424408841,804.98,A016,A013,0,0,normal
TX0002871,2026-01-14 06:47:07.211420433,578.52,A011,A017,0,0,normal
TX0002712,2026-01-14 08:21:55.034277507,383.25,A015,A010,0,0,normal
TX0000103,2026-01-14 08:37:41.437179381,437.89,A014,A029,0,0,normal
TX0002529,2026-01-14 09:02:40.726901487,3357.91,A009,A022,0,0,normal
TX0003954,2026-01-14 09:14:05.106231014,662.94,A007,A019,0,0,normal
TX0003615,2026-01-14 09:23:53.027133184,191.68,A030,A012,0,0,normal
TX0000982,2026-01-14 09:47:31.411842132,131.88,A030,A008,0,0,normal
TX0005423,2026-01-14 10:06:23.498742517,251.26,A025,A029,0,0,normal
TX0000638,2026-01-14 10:14:16.064716061,281.82,A030,A019,0,0,normal
TX0001230,2026-01-14 10:25:34.523388419,1218.96,A011,A021,0,0,normal
TX0004201,2026-01-14 10:35:10.575225153,333.28,A005,A001,0,0,normal
TX0001439,2026-01-14 10:55:48.805248044,236.24,A002,A007,0,0,normal
TX0002392,2026-01-14 10:58:41.871016091,134.57,A024,A027,0,0,normal
TX0001925,2026-01-14 11:23:58.505607225,3129.41,A001,A018,0,0,normal
TX0003706,2026-01-14 11:26:22.164199822,46.98,A016,A023,0,0,normal
TX0000521,2026-01-14 11:52:24.782473778,66.85,A014,A026,0,0,normal
TX0001961,2026-01-14 11:52:30.217841356,437.91,A024,A009,0,0,normal
TX0000518,2026-01-14 12:16:47.283152666,1036.67,A027,A030,0,0,normal
TX0001113,2026-01-14 13:36:26.486218737,1038.1,A027,A004,0,0,normal
TX0001398,2026-01-14 13:59:11.866521592,1222.58,A017,A011,0,0,normal
TX0000552,2026-01-14 14:08:42.439045955,661.81,A009,A028,0,0,normal
TX0005062,2026-01-14 14:21:36.371257214,526.02,A001,A021,0,0,normal
TX0002698,2026-01-14 15:48:10.538592101,569.03,A025,A028,0,0,normal
TX0003575,2026-01-14 16:12:23.806303150,1028.32,A015,A011,0,0,normal
TX0005386,2026-01-14 16:19:27.347198492,3654.1,A007,A022,0,0,normal
TX0002862,2026-01-14 17:08:19.199350908,717.1,A005,A022,0,0,normal
TX0004354,2026-01-14 17:15:10.396638917,1342.22,A026,A022,0,0,normal
TX0004774,2026-01-14 17:36:58.400665842,476.05,A016,A010,0,0,normal
TX0002308,2026-01-14 18:06:58.253158039,469.67,A002,A018,0,0,normal
TX0003332,2026-01-14 18:37:49.072426200,782.05,A010,A014,0,0,normal
TX0000814,2026-01-14 18:41:48.369146684,388.0,A027,A017,0,0,normal
TX0001423,2026-01-14 18:44:45.161654831,155.61,A025,A026,0,0,normal
TX0005291,2026-01-14 18:47:09.391878088,459.16,A004,A022,0,0,normal
TX0002929,2026-01-14 18:56:25.593698166,276.68,A027,A012,0,0,normal
TX0000773,2026-01-14 19:37:15.860962753,337.24,A021,A004,0,0,normal
TX0003646,2026-01-14 20:16:50.582718914,518.35,A005,A015,0,0,normal
TX0002748,2026-01-14 20:33:04.348935025,399.5,A007,A023,0,0,normal
TX0005172,2026-01-14 21:01:09.605405450,496.54,A018,A006,0,0,normal
TX0000005,2026-01-14 21:15:54.936027760,726.14,A027,A015,0,0,normal
TX0001338,2026-01-14 21:45:06.216107494,396.13,A027,A013,0,0,normal
TX0001300,2026-01-14 22:43:58.735764569,893.5,A004,A018,0,0,normal
TX0000639,2026-01-14 22:46:04.589967519,1786.17,A022,A004,0,0,normal
TX0002532,2026-01-14 23:14:03.942827651,217.5,A003,A006,0,0,normal
TX0001202,2026-01-14 23:58:43.984766395,481.17,A022,A002,0,0,normal
TX0005505,2026-01-15 00:12:37.178564859,1442.82,A025,A010,0,0,normal
TX0005536,2026-01-15 00:14:24.301354320,218.6,A020,A007,0,0,normal
TX0002827,2026-01-15 00:22:51.614626724,1814.85,A021,A003,0,0,normal
TX0005028,2026-01-15 00:29:32.650710312,1127.38,A017,A029,0,0,normal
TX0004887,2026-01-15 00:38:39.604003990,1191.48,A023,A027,0,0,normal
TX0005599,2026-01-15 00:45:37.134614064,926.65,A029,A016,0,0,normal
TX0001065,2026-01-15 00:58:40.756698368,9942.78,A030,A003,1,1,circular
TX0001232,2026-01-15 01:19:00.622068326,289.93,A019,A020,0,0,normal
TX0001579,2026-01-15 01:26:40.542750347,742.5,A010,A009,0,0,normal
TX0005206,2026-01-15 01:29:38.978966916,12596.97,A021,A013,1,1,structuring
TX0001325,2026-01-15 01:53:10.410358620,9623.77,A019,A021,1,0,repeated_pair
TX0001391,2026-01-15 02:37:54.530583672,194.24,A003,A002,0,0,normal
TX0001899,2026-01-15 02:43:12.523659918,1127.57,A009,A019,0,0,normal
TX0002337,2026-01-15 03:16:26.756228135,1031.1,A016,A012,0,0,normal
TX0002801,2026-01-15 03:18:32.378117761,234.97,A020,A005,0,0,normal
TX0001945,2026-01-15 03:20:24.238592311,97.27,A009,A018,0,0,normal
TX0005998,2026-01-15 03:29:59.115213861,525.69,A017,A011,0,0,normal
TX0003084,2026-01-15 03:38:17.788666601,1231.87,A026,A014,0,0,normal
TX0004014,2026-01-15 03:40:05.888278672,523.48,A017,A028,0,0,normal
TX0004147,2026-01-15 03:56:06.681367710,1087.98,A002,A015,0,0,normal
TX0000082,2026-01-15 04:26:28.022096349,695.79,A016,A010,0,0,normal
TX0001627,2026-01-15 04:30:59.531110251,9971.65,A013,A019,1,0,circular
TX0001500,2026-01-15 05:29:59.352723876,357.01,A004,A017,0,0,normal
TX0001093,2026-01-15 06:53:48.800845899,583.31,A021,A022,0,0,normal
TX0003048,2026-01-15 07:22:23.202278770,1904.94,A010,A029,0,0,normal
TX0003620,2026-01-15 07:50:37.885562107,315.43,A009,A023,0,0,normal
TX0001879,2026-01-15 08:34:17.950451202,850.59,A019,A016,0,0,normal
TX0002796,2026-01-15 09:18:45.987489936,1003.94,A003,A015,0,0,normal
TX0004181,2026-01-15 09:41:38.460201615,215.95,A012,A016,0,0,normal
TX0004543,2026-01-15 10:02:55.390461205,961.05,A003,A017,0,0,normal
TX0005100,2026-01-15 10:09:20.413424113,18026.14,A021,A013,1,0,structuring
TX0002339,2026-01-15 10:11:33.652751233,396.66,A024,A008,0,0,normal
TX0003891,2026-01-15 10:26:03.175979059,428.36,A019,A016,0,0,normal
TX0004217,2026-01-15 10:43:16.502093985,1164.33,A028,A013,0,0,normal
TX0000285,2026-01-15 10:52:14.558072015,345.46,A002,A009,0,0,normal
TX0001084,2026-01-15 11:38:47.004822393,803.04,A023,A030,0,0,normal
TX0005661,2026-01-15 11:44:26.831081757,2458.92,A012,A021,0,0,normal
TX0001118,2026-01-15 12:10:30.719779837,21219.21,A019,A021,1,0,circular
TX0001643,2026-01-15 12:53:14.379924019,1114.11,A021,A030,0,0,normal
TX0000884,2026-01-15 13:00:35.221534330,274.19,A024,A005,0,0,normal
TX0000360,2026-01-15 13:47:37.488319562,513.83,A013,A008,0,0,normal
TX0003672,2026-01-15 13:59:56.737763949,1510.97,A018,A026,0,0,normal
TX0001508,2026-01-15 14:37:31.645194782,1023.09,A015,A009,0,0,normal
TX0001906,2026-01-15 14:43:09.765138689,579.18,A020,A008,0,0,normal
TX0003251,2026-01-15 15:05:08.807382818,370.97,A021,A025,0,0,normal
TX0005104,2026-01-15 15:08:12.939739108,963.28,A021,A004,0,0,normal
TX0000189,2026-01-15 15:48:08.625440718,722.32,A015,A024,0,0,normal
TX0002144,2026-01-15 16:11:05.241156042,204.17,A016,A027,0,0,normal
TX0003000,2026-01-15 16:18:22.516785960,404.54,A012,A011,0,0,normal
TX0001194,2026-01-15 16:58:47.143536507,201.28,A012,A016,0,0,normal
TX0002931,2026-01-15 17:02:36.067244161,2732.89,A006,A024,0,0,normal
TX0002505,2026-01-15 17:16:10.038213320,996.22,A009,A011,0,0,normal
TX0005838,2026-01-15 17:28:54.207708308,410.03,A015,A001,0,0,normal
TX0003269,2026-01-15 17:33:55.126813367,234.71,A023,A027,0,0,normal
TX0001845,2026-01-15 17:35:54.842667582,9820.94,A003,A013,1,0,repeated_pair
TX0000708,2026-01-15 18:47:14.175035790,9651.69,A003,A013,1,1,repeated_pair
TX0005076,2026-01-15 20:00:22.055958821,9912.97,A003,A013,1,0,circular
TX0002358,2026-01-15 20:08:04.174249034,9716.24,A021,A019,1,0,structuring
TX0001256,2026-01-15 20:13:02.052425170,166.73,A019,A028,0,0,normal
TX0003395,2026-01-15 20:49:34.821450591,663.98,A025,A011,0,0,normal
TX0002530,2026-01-15 20:53:55.629948728,725.18,A030,A018,0,0,normal
TX0002952,2026-01-15 20:58:26.946249846,13983.75,A003,A019,1,0,structuring
TX0001584,2026-01-15 21:23:33.967148788,164.05,A025,A014,0,0,normal
TX0002487,2026-01-15 21:38:07.721559010,9638.2,A013,A019,1,1,circular
