transaction_id,timestamp,sender_account,beneficiary_account,is_fraud_label,is_fraud_ground_truth,amount,hour_of_day,day_of_week,sender_idx,beneficiary_idx,sender_txn_count_1h,sender_txn_count_24h,sender_avg_amount_24h,sender_std_amount_24h,pair_txn_count_24h,seconds_since_last_pair_txn,beneficiary_inbound_count_1h,beneficiary_unique_senders_24h
TX0000802,2026-01-08 11:08:31.986086691,A012,A023,0,0,683.3,11.0,3.0,12.0,23.0,0.0,6.0,997.9600000000002,812.534407558638,0.0,-1.0,0.0,0.0
TX0002787,2026-01-08 11:15:38.914594562,A017,A006,0,0,676.18,11.0,3.0,17.0,6.0,0.0,1.0,191.2,0.0,0.0,-1.0,0.0,3.0
TX0001743,2026-01-08 12:21:49.099824234,A019,A021,0,1,18482.19,12.0,3.0,19.0,21.0,0.0,5.0,8739.052,4326.276442422051,4.0,12693.718867,0.0,5.0
TX0004200,2026-01-08 12:32:14.444454479,A017,A022,0,0,86.66,12.0,3.0,17.0,22.0,0.0,2.0,433.68999999999994,242.48999999999998,0.0,-1.0,0.0,0.0
TX0002972,2026-01-08 14:36:42.221034520,A022,A011,0,0,243.45,14.0,3.0,22.0,11.0,0.0,1.0,1498.48,0.0,0.0,-1.0,0.0,2.0
TX0004108,2026-01-08 14:44:20.762033441,A004,A028,0,0,4006.22,14.0,3.0,4.0,28.0,0.0,2.0,777.44,229.47999999999996,0.0,-1.0,0.0,1.0
TX0001347,2026-01-08 15:14:58.722467502,A030,A029,0,0,456.46,15.0,3.0,30.0,29.0,0.0,3.0,13153.133333333333,4683.434534685938,0.0,-1.0,0.0,1.0
TX0003262,2026-01-08 15:32:50.565399206,A014,A028,0,0,1076.15,15.0,3.0,14.0,28.0,0.0,2.0,382.14,200.74,0.0,-1.0,1.0,2.0
TX0005489,2026-01-08 16:18:16.861250964,A004,A006,0,0,388.01,16.0,3.0,4.0,6.0,0.0,3.0,1853.7,1533.5509627875647,0.0,-1.0,0.0,4.0
TX0000725,2026-01-08 16:48:16.131001384,A019,A027,0,0,622.4,16.0,3.0,19.0,27.0,0.0,5.0,10487.746,5868.953701127995,0.0,-1.0,0.0,0.0
TX0004960,2026-01-08 17:09:22.730200793,A022,A025,0,0,1120.5,17.0,3.0,22.0,25.0,0.0,2.0,870.965,627.515,0.0,-1.0,0.0,2.0
TX0000644,2026-01-08 17:30:51.078700357,A017,A023,0,0,89.52,17.0,3.0,17.0,23.0,0.0,2.0,381.41999999999996,294.76,0.0,-1.0,0.0,1.0
TX0000253,2026-01-08 17:43:18.668480359,A012,A029,0,0,348.69,17.0,3.0,12.0,29.0,0.0,6.0,1054.4083333333335,776.1334923713546,0.0,-1.0,0.0,2.0
TX0002681,2026-01-08 17:55:37.367366348,A021,A029,0,0,783.25,17.0,3.0,21.0,29.0,0.0,3.0,3423.4366666666665,4398.8038884400785,0.0,-1.0,1.0,3.0
TX0001173,2026-01-08 18:48:21.023519914,A012,A023,0,0,525.4,18.0,3.0,12.0,23.0,0.0,7.0,953.5914285714287,759.8109930282207,1.0,27589.037433,0.0,2.0
TX0003230,2026-01-08 19:48:58.550928473,A027,A016,0,0,764.21,19.0,3.0,27.0,16.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,2.0
TX0005705,2026-01-08 20:23:14.623014011,A013,A001,0,0,872.61,20.0,3.0,13.0,1.0,0.0,1.0,2224.35,0.0,0.0,-1.0,0.0,0.0
TX0000485,2026-01-08 21:33:36.872672195,A005,A024,0,0,6194.3,21.0,3.0,5.0,24.0,0.0,1.0,549.13,0.0,0.0,-1.0,0.0,1.0
TX0004800,2026-01-08 21:39:58.903683573,A005,A024,0,0,2105.11,21.0,3.0,5.0,24.0,1.0,2.0,3371.715,2822.585,1.0,382.031011,1.0,2.0
TX0004986,2026-01-08 21:42:47.329508183,A025,A007,0,0,113.62,21.0,3.0,25.0,7.0,0.0,1.0,216.31,0.0,0.0,-1.0,0.0,0.0
TX0004275,2026-01-08 21:43:44.267144494,A010,A021,0,0,1019.66,21.0,3.0,10.0,21.0,0.0,1.0,296.81,0.0,0.0,-1.0,0.0,3.0
TX0003448,2026-01-08 22:06:23.490640079,A017,A023,0,0,1597.03,22.0,3.0,17.0,23.0,0.0,3.0,284.11999999999995,277.23074336492095,1.0,16532.411939,0.0,2.0
TX0001720,2026-01-08 22:26:35.111274150,A030,A003,0,1,9971.52,22.0,3.0,30.0,3.0,0.0,4.0,9978.965,6832.053359388011,3.0,61702.795599,0.0,3.0
TX0004391,2026-01-08 22:31:29.093236310,A027,A019,0,0,212.17,22.0,3.0,27.0,19.0,0.0,1.0,764.21,0.0,0.0,-1.0,0.0,0.0
TX0005608,2026-01-08 23:00:27.815103843,A016,A024,0,0,851.2,23.0,3.0,16.0,24.0,0.0,1.0,903.68,0.0,0.0,-1.0,0.0,2.0
TX0000634,2026-01-08 23:01:39.781440946,A004,A017,0,0,1191.07,23.0,3.0,4.0,17.0,0.0,4.0,1487.2775000000001,1471.947778325967,0.0,-1.0,0.0,1.0
TX0005819,2026-01-08 23:04:28.168241908,A004,A013,0,0,361.61,23.0,3.0,4.0,13.0,1.0,5.0,1428.036,1321.870807221341,0.0,-1.0,0.0,1.0
TX0005611,2026-01-08 23:12:24.596952194,A011,A019,0,0,321.24,23.0,3.0,11.0,19.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0
TX0002119,2026-01-08 23:24:06.774826859,A028,A008,0,0,3474.17,23.0,3.0,28.0,8.0,0.0,1.0,218.26,0.0,0.0,-1.0,0.0,0.0
TX0003324,2026-01-08 23:53:19.340121792,A025,A026,0,0,1661.93,23.0,3.0,25.0,26.0,0.0,2.0,164.965,51.345,0.0,-1.0,0.0,0.0
TX0000516,2026-01-09 00:05:09.817030255,A022,A026,0,0,374.09,0.0,4.0,22.0,26.0,0.0,2.0,681.975,438.525,0.0,-1.0,1.0,1.0
TX0005613,2026-01-09 00:23:18.749872970,A014,A026,0,0,1003.96,0.0,4.0,14.0,26.0,0.0,2.0,829.5150000000001,246.63500000000005,0.0,-1.0,2.0,2.0
TX0002573,2026-01-09 00:58:39.867446204,A023,A022,0,0,1097.72,0.0,4.0,23.0,22.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
TX0005408,2026-01-09 01:04:46.541748703,A021,A013,1,1,15961.65,1.0,4.0,21.0,13.0,0.0,1.0,783.25,0.0,0.0,-1.0,0.0,2.0
TX0002677,2026-01-09 01:10:54.473104435,A018,A005,0,0,284.17,1.0,4.0,18.0,5.0,0.0,2.0,2033.3999999999999,938.8,0.0,-1.0,0.0,1.0
TX0004644,2026-01-09 01:16:33.100309230,A018,A028,0,0,1355.04,1.0,4.0,18.0,28.0,1.0,3.0,1450.323333333333,1125.8420959836635,0.0,-1.0,0.0,2.0
TX0005517,2026-01-09 01:25:01.316752026,A028,A020,0,0,171.89,1.0,4.0,28.0,20.0,0.0,2.0,1846.2150000000001,1627.9550000000002,0.0,-1.0,0.0,1.0
TX0004106,2026-01-09 01:46:47.607441634,A022,A021,0,0,977.85,1.0,4.0,22.0,21.0,0.0,3.0,579.3466666666667,386.3520847045549,0.0,-1.0,0.0,3.0
TX0000465,2026-01-09 01:49:10.325984692,A011,A010,0,0,698.09,1.0,4.0,11.0,10.0,0.0,1.0,321.24,0.0,0.0,-1.0,0.0,1.0
TX0004686,2026-01-09 01:54:31.117712397,A024,A025,0,0,115.0,1.0,4.0,24.0,25.0,0.0,1.0,126.78,0.0,0.0,-1.0,0.0,1.0
TX0000384,2026-01-09 02:24:10.726765228,A009,A007,0,0,140.06,2.0,4.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
TX0005466,2026-01-09 02:40:30.442767091,A028,A008,0,0,587.64,2.0,4.0,28.0,8.0,0.0,3.0,1288.1066666666668,1545.8961192424572,1.0,11783.66794,0.0,1.0
TX0005121,2026-01-09 02:45:57.923389700,A018,A001,0,0,283.86,2.0,4.0,18.0,1.0,0.0,4.0,1426.5024999999998,975.8804307489468,0.0,-1.0,0.0,1.0
TX0000540,2026-01-09 03:16:53.127789397,A017,A021,0,0,2034.71,3.0,4.0,17.0,21.0,0.0,4.0,612.3475,617.1244113375762,0.0,-1.0,0.0,4.0
TX0000313,2026-01-09 03:39:02.668592518,A025,A004,0,0,3664.13,3.0,4.0,25.0,4.0,0.0,3.0,663.9533333333334,706.9202592623553,0.0,-1.0,0.0,1.0
TX0001375,2026-01-09 04:55:34.217133147,A020,A005,0,0,1202.26,4.0,4.0,20.0,5.0,0.0,1.0,471.4,0.0,0.0,-1.0,0.0,2.0
TX0005688,2026-01-09 05:05:44.104610512,A023,A021,0,0,505.47,5.0,4.0,23.0,21.0,0.0,1.0,1097.72,0.0,0.0,-1.0,0.0,5.0
TX0003585,2026-01-09 05:07:13.351716496,A011,A027,0,0,223.12,5.0,4.0,11.0,27.0,0.0,2.0,509.665,188.425,0.0,-1.0,0.0,1.0
TX0004503,2026-01-09 05:17:48.908087964,A025,A012,0,0,108.21,5.0,4.0,25.0,12.0,0.0,4.0,1413.9975,1436.1409908392525,0.0,-1.0,0.0,0.0
TX0001630,2026-01-09 05:34:32.459987549,A015,A013,0,0,217.96,5.0,4.0,15.0,13.0,0.0,3.0,339.4866666666667,89.07542135117234,0.0,-1.0,0.0,3.0
TX0004676,2026-01-09 05:47:09.820935260,A005,A018,0,0,147.27,5.0,4.0,5.0,18.0,0.0,2.0,4149.705,2044.595,0.0,-1.0,0.0,0.0
TX0000222,2026-01-09 06:07:23.236639157,A014,A008,0,0,900.61,6.0,4.0,14.0,8.0,0.0,3.0,887.6633333333334,217.5201281618682,0.0,-1.0,0.0,1.0
TX0001201,2026-01-09 06:23:30.081190294,A011,A012,0,0,203.53,6.0,4.0,11.0,12.0,0.0,3.0,414.15000000000003,204.73287685827762,0.0,-1.0,0.0,1.0
TX0001712,2026-01-09 06:25:59.153364410,A001,A014,0,0,912.78,6.0,4.0,1.0,14.0,0.0,1.0,196.7,0.0,0.0,-1.0,0.0,1.0
TX0005414,2026-01-09 07:31:09.400487286,A029,A002,0,0,769.16,7.0,4.0,29.0,2.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
TX0005081,2026-01-09 08:44:15.514503147,A002,A008,0,0,964.27,8.0,4.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,2.0
TX0003058,2026-01-09 08:55:25.425601212,A016,A017,0,0,870.84,8.0,4.0,16.0,17.0,0.0,2.0,877.44,26.239999999999952,0.0,-1.0,0.0,1.0
TX0000470,2026-01-09 09:27:54.466531063,A019,A030,0,1,19701.87,9.0,4.0,19.0,30.0,0.0,2.0,9552.295,8929.895,0.0,-1.0,0.0,0.0
TX0001862,2026-01-09 10:01:30.363040299,A003,A006,0,0,790.41,10.0,4.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,2.0
TX0000632,2026-01-09 10:06:12.120927649,A013,A019,1,1,17483.98,10.0,4.0,13.0,19.0,0.0,1.0,872.61,0.0,0.0,-1.0,0.0,2.0
TX0003341,2026-01-09 10:13:19.962072161,A006,A027,0,0,323.26,10.0,4.0,6.0,27.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,2.0
TX0002025,2026-01-09 10:16:06.354514838,A007,A020,0,0,819.26,10.0,4.0,7.0,20.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
TX0003201,2026-01-09 10:54:23.467237589,A019,A005,0,0,650.73,10.0,4.0,19.0,5.0,0.0,3.0,12935.486666666666,8720.893771903326,0.0,-1.0,0.0,2.0
TX0003376,2026-01-09 11:08:53.317766749,A027,A029,0,0,432.53,11.0,4.0,27.0,29.0,0.0,2.0,488.19,276.02,0.0,-1.0,0.0,3.0
TX0003963,2026-01-09 12:02:20.695611139,A028,A006,0,0,597.66,12.0,4.0,28.0,6.0,0.0,3.0,1411.2333333333333,1468.5577468235817,0.0,-1.0,0.0,2.0
TX0002935,2026-01-09 12:31:13.462288521,A005,A020,0,0,204.24,12.0,4.0,5.0,20.0,0.0,3.0,2815.56,2519.285263336939,0.0,-1.0,0.0,2.0
TX0002062,2026-01-09 12:49:03.563316475,A005,A004,0,0,289.85,12.0,4.0,5.0,4.0,1.0,4.0,2162.73,2457.368451260413,0.0,-1.0,0.0,1.0
TX0001580,2026-01-09 12:56:35.950469715,A022,A008,0,0,161.17,12.0,4.0,22.0,8.0,0.0,4.0,678.9725,376.4662933368006,0.0,-1.0,0.0,3.0
TX0004310,2026-01-09 13:01:16.043569326,A027,A003,0,0,88.29,13.0,4.0,27.0,3.0,0.0,3.0,469.6366666666666,226.8916318911348,0.0,-1.0,0.0,1.0
TX0000076,2026-01-09 13:18:22.465211586,A022,A018,0,0,652.5,13.0,4.0,22.0,18.0,1.0,5.0,575.412,395.3234177935833,0.0,-1.0,0.0,1.0
TX0003047,2026-01-09 13:48:33.874940589,A013,A019,1,1,19730.93,13.0,4.0,13.0,19.0,0.0,2.0,9178.295,8305.685,1.0,13341.754012,0.0,3.0
TX0002067,2026-01-09 14:17:20.025069414,A006,A029,0,0,143.96,14.0,4.0,6.0,29.0,0.0,1.0,323.26,0.0,0.0,-1.0,0.0,4.0
TX0003451,2026-01-09 14:32:31.869708456,A004,A029,0,0,1104.0,14.0,4.0,4.0,29.0,0.0,4.0,1486.7274999999997,1492.3408917264012,0.0,-1.0,1.0,5.0
TX0004649,2026-01-09 14:50:31.412139702,A018,A024,0,0,3222.29,14.0,4.0,18.0,24.0,0.0,3.0,641.0233333333334,504.8860427418801,0.0,-1.0,0.0,2.0
TX0005586,2026-01-09 14:54:41.210174208,A017,A020,0,0,281.43,14.0,4.0,17.0,20.0,0.0,3.0,1240.42,833.1942763045524,0.0,-1.0,0.0,3.0
TX0002969,2026-01-09 16:28:16.427742228,A021,A030,0,1,13571.12,16.0,4.0,21.0,30.0,0.0,2.0,8372.45,7589.2,0.0,-1.0,0.0,1.0
TX0003013,2026-01-09 16:38:34.381558662,A028,A005,0,0,279.41,16.0,4.0,28.0,5.0,0.0,4.0,1207.84,1319.698047263085,0.0,-1.0,0.0,3.0
TX0001209,2026-01-09 16:42:39.721149005,A003,A013,1,1,21444.81,16.0,4.0,3.0,13.0,0.0,1.0,790.41,0.0,0.0,-1.0,0.0,3.0
TX0002762,2026-01-09 16:45:54.481582701,A026,A003,0,0,578.53,16.0,4.0,26.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,2.0
TX0003794,2026-01-09 16:59:08.767511702,A013,A003,1,1,9938.91,16.0,4.0,13.0,3.0,0.0,3.0,12695.840000000002,8410.460621563285,0.0,-1.0,1.0,3.0
TX0000295,2026-01-09 17:06:35.624185309,A016,A015,0,0,1084.52,17.0,4.0,16.0,15.0,0.0,2.0,861.02,9.819999999999993,0.0,-1.0,0.0,0.0
TX0003441,2026-01-09 17:28:47.376254163,A003,A013,1,1,9683.53,17.0,4.0,3.0,13.0,1.0,2.0,11117.61,10327.2,1.0,2767.655105,1.0,4.0
TX0005645,2026-01-09 18:38:25.394707404,A030,A003,0,1,9980.34,18.0,4.0,30.0,3.0,0.0,1.0,9971.52,0.0,1.0,72710.283433,0.0,4.0
TX0004409,2026-01-09 18:38:50.117915917,A006,A010,0,0,1199.52,18.0,4.0,6.0,10.0,0.0,2.0,233.61,89.64999999999999,0.0,-1.0,0.0,1.0
TX0003036,2026-01-09 19:11:24.608597742,A001,A023,0,0,902.44,19.0,4.0,1.0,23.0,0.0,1.0,912.78,0.0,0.0,-1.0,0.0,1.0
TX0005825,2026-01-09 19:13:12.369878484,A029,A011,0,0,193.28,19.0,4.0,29.0,11.0,0.0,1.0,769.16,0.0,0.0,-1.0,0.0,0.0
TX0000471,2026-01-09 19:25:40.289067469,A016,A026,0,0,596.0,19.0,4.0,16.0,26.0,0.0,3.0,935.52,105.66356167888087,0.0,-1.0,0.0,3.0
TX0002876,2026-01-09 19:36:12.793268132,A017,A022,0,0,534.32,19.0,4.0,17.0,22.0,0.0,3.0,1304.3899999999999,745.0844770002034,0.0,-1.0,0.0,1.0
TX0000658,2026-01-09 19:51:08.637379264,A017,A026,0,0,1275.06,19.0,4.0,17.0,26.0,1.0,4.0,1111.8725,726.3278335701792,0.0,-1.0,1.0,4.0
TX0005124,2026-01-09 19:56:01.013596431,A006,A011,0,0,3342.65,19.0,4.0,6.0,11.0,0.0,3.0,555.58,461.1804890351137,0.0,-1.0,1.0,1.0
TX0003292,2026-01-09 20:16:46.610128606,A012,A025,0,0,1777.33,20.0,4.0,12.0,25.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
TX0004077,2026-01-09 20:37:10.608743996,A021,A016,0,0,639.05,20.0,4.0,21.0,16.0,0.0,2.0,14766.385,1195.2649999999994,0.0,-1.0,0.0,0.0
TX0005221,2026-01-09 20:38:54.138056324,A026,A012,0,0,778.8,20.0,4.0,26.0,12.0,0.0,1.0,578.53,0.0,0.0,-1.0,0.0,2.0
TX0004135,2026-01-09 21:59:40.305405585,A025,A005,0,0,303.66,21.0,4.0,25.0,5.0,0.0,3.0,1811.4233333333334,1455.5418130106132,0.0,-1.0,0.0,4.0
TX0004265,2026-01-09 22:52:50.528872244,A007,A018,0,0,267.5,22.0,4.0,7.0,18.0,0.0,1.0,819.26,0.0,0.0,-1.0,0.0,2.0
TX0003033,2026-01-09 22:57:07.905720432,A027,A009,0,0,485.5,22.0,4.0,27.0,9.0,0.0,2.0,260.40999999999997,172.11999999999998,0.0,-1.0,0.0,0.0
TX0003524,2026-01-09 23:50:01.495159807,A015,A029,0,0,301.83,23.0,4.0,15.0,29.0,0.0,1.0,217.96,0.0,0.0,-1.0,0.0,3.0
TX0001466,2026-01-09 23:54:07.796632371,A023,A019,0,0,301.9,23.0,4.0,23.0,19.0,0.0,2.0,801.595,296.125,0.0,-1.0,0.0,1.0
TX0003491,2026-01-09 23:57:07.884450923,A013,A022,0,0,359.24,23.0,4.0,13.0,22.0,0.0,3.0,15717.940000000002,4188.085233238056,0.0,-1.0,0.0,2.0
TX0001294,2026-01-10 00:13:39.713988400,A027,A007,0,0,695.45,0.0,5.0,27.0,7.0,0.0,3.0,335.44,176.09428743337094,0.0,-1.0,0.0,1.0
TX0003175,2026-01-10 00:17:17.390481808,A019,A021,0,1,9732.36,0.0,5.0,19.0,21.0,0.0,2.0,10176.3,9525.57,0.0,-1.0,0.0,3.0
TX0000444,2026-01-10 00:37:14.710411667,A018,A026,0,0,700.4,0.0,5.0,18.0,26.0,0.0,4.0,1286.3400000000001,1200.2013322563844,0.0,-1.0,0.0,2.0
TX0003340,2026-01-10 00:38:43.636973655,A010,A025,0,0,615.7,0.0,5.0,10.0,25.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,2.0
TX0000746,2026-01-10 01:45:09.172975264,A027,A016,0,0,344.56,1.0,5.0,27.0,16.0,0.0,4.0,425.4425,218.0785376160387,0.0,-1.0,0.0,1.0
TX0004214,2026-01-10 03:00:08.866833706,A019,A008,0,0,291.64,3.0,5.0,19.0,8.0,0.0,3.0,10028.32,7780.410360475853,0.0,-1.0,0.0,3.0
TX0004486,2026-01-10 03:01:30.179807954,A025,A022,0,0,465.07,3.0,5.0,25.0,22.0,0.0,3.0,1358.6666666666667,1632.1603396793532,0.0,-1.0,0.0,2.0
TX0001940,2026-01-10 03:29:21.582356419,A009,A028,0,0,358.81,3.0,5.0,9.0,28.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
TX0000062,2026-01-10 03:36:40.615307392,A028,A016,0,0,1439.47,3.0,5.0,28.0,16.0,0.0,2.0,438.53499999999997,159.12499999999997,0.0,-1.0,0.0,2.0
TX0003552,2026-01-10 03:46:57.628519895,A014,A029,0,0,217.2,3.0,5.0,14.0,29.0,0.0,1.0,900.61,0.0,0.0,-1.0,0.0,4.0
TX0000954,2026-01-10 03:49:11.436813712,A007,A028,0,0,929.07,3.0,5.0,7.0,28.0,0.0,2.0,543.38,275.88,0.0,-1.0,1.0,1.0
TX0000156,2026-01-10 04:05:28.865383744,A030,A006,0,0,326.05,4.0,5.0,30.0,6.0,0.0,1.0,9980.34,0.0,0.0,-1.0,0.0,2.0
TX0001792,2026-01-10 04:24:46.254095756,A018,A014,0,0,149.92,4.0,5.0,18.0,14.0,0.0,2.0,1961.345,1260.945,0.0,-1.0,0.0,1.0
TX0004813,2026-01-10 05:27:21.192538225,A021,A029,0,0,2430.03,5.0,5.0,21.0,29.0,0.0,2.0,7105.085,6466.035,0.0,-1.0,0.0,5.0
TX0001156,2026-01-10 06:20:53.926901534,A013,A007,0,0,758.89,6.0,5.0,13.0,7.0,0.0,4.0,11878.265000000001,7575.246250619513,0.0,-1.0,0.0,1.0
TX0002723,2026-01-10 06:29:37.123127840,A021,A012,0,0,539.38,6.0,5.0,21.0,12.0,0.0,3.0,5546.733333333334,5721.01321866639,0.0,-1.0,0.0,1.0
TX0002848,2026-01-10 06:33:02.191379759,A006,A020,0,0,387.47,6.0,5.0,6.0,20.0,0.0,4.0,1252.3475,1271.2082558608365,0.0,-1.0,0.0,3.0
TX0001100,2026-01-10 06:41:41.376283900,A010,A007,0,0,537.07,6.0,5.0,10.0,7.0,0.0,1.0,615.7,0.0,0.0,-1.0,1.0,2.0
TX0004311,2026-01-10 06:44:39.345959807,A010,A009,0,0,72.51,6.0,5.0,10.0,9.0,1.0,2.0,576.385,39.315,0.0,-1.0,0.0,1.0
TX0001747,2026-01-10 06:46:47.615691746,A014,A028,0,0,375.51,6.0,5.0,14.0,28.0,0.0,1.0,217.2,0.0,0.0,-1.0,0.0,2.0
TX0000611,2026-01-10 07:10:38.438218374,A003,A013,1,1,9848.74,7.0,5.0,3.0,13.0,0.0,3.0,10639.583333333334,8459.179957187866,2.0,49311.061964,0.0,1.0
TX0002237,2026-01-10 07:19:19.758195315,A020,A021,0,0,597.59,7.0,5.0,20.0,21.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
TX0005456,2026-01-10 07:27:54.262753204,A007,A024,0,0,249.87,7.0,5.0,7.0,24.0,0.0,3.0,671.9433333333333,289.47696100994904,0.0,-1.0,0.0,1.0
TX0002781,2026-01-10 07:54:25.085146122,A022,A005,0,0,250.41,7.0,5.0,22.0,5.0,0.0,2.0,406.835,245.66500000000002,0.0,-1.0,0.0,3.0
TX0003237,2026-01-10 07:56:33.977854685,A007,A026,0,0,332.67,7.0,5.0,7.0,26.0,1.0,4.0,566.425,310.24190436657653,0.0,-1.0,0.0,3.0
TX0003741,2026-01-10 08:52:21.437411806,A009,A021,0,0,246.59,8.0,5.0,9.0,21.0,0.0,1.0,358.81,0.0,0.0,-1.0,0.0,2.0
TX0000923,2026-01-10 08:55:51.226699096,A004,A030,0,0,520.84,8.0,5.0,4.0,30.0,0.0,1.0,1104.0,0.0,0.0,-1.0,0.0,2.0
TX0000484,2026-01-10 08:58:01.911659636,A010,A015,0,0,1589.29,8.0,5.0,10.0,15.0,0.0,3.0,408.4266666666667,239.68823421733123,0.0,-1.0,0.0,1.0
TX0002865,2026-01-10 09:13:11.445721399,A012,A022,0,0,1706.75,9.0,5.0,12.0,22.0,0.0,1.0,1777.33,0.0,0.0,-1.0,0.0,3.0
TX0004258,2026-01-10 09:20:45.560518100,A010,A018,0,0,1973.38,9.0,5.0,10.0,18.0,1.0,4.0,703.6424999999999,551.8559612514392,0.0,-1.0,0.0,2.0
TX0005737,2026-01-10 09:43:23.592359471,A029,A027,0,0,618.54,9.0,5.0,29.0,27.0,0.0,1.0,193.28,0.0,0.0,-1.0,0.0,1.0
TX0003654,2026-01-10 09:57:16.952321024,A007,A029,0,0,488.64,9.0,5.0,7.0,29.0,0.0,5.0,519.674,292.81846831099983,0.0,-1.0,0.0,6.0
TX0004572,2026-01-10 11:20:35.178320756,A005,A006,0,0,283.17,11.0,5.0,5.0,6.0,0.0,2.0,247.04500000000002,42.80500000000001,0.0,-1.0,0.0,2.0
TX0004931,2026-01-10 11:29:30.134730130,A020,A025,0,0,457.24,11.0,5.0,20.0,25.0,0.0,1.0,597.59,0.0,0.0,-1.0,0.0,2.0
TX0005166,2026-01-10 11:58:35.948362207,A006,A008,0,0,368.62,11.0,5.0,6.0,8.0,0.0,4.0,1268.4,1259.7281944332278,0.0,-1.0,0.0,2.0
TX0003417,2026-01-10 12:27:56.708853527,A027,A001,0,0,241.96,12.0,5.0,27.0,1.0,0.0,4.0,403.45,220.67513464366573,0.0,-1.0,0.0,0.0
TX0000582,2026-01-10 12:50:07.662019360,A023,A013,0,0,302.05,12.0,5.0,23.0,13.0,0.0,1.0,301.9,0.0,0.0,-1.0,0.0,1.0
TX0001014,2026-01-10 13:46:55.822661435,A027,A007,0,0,262.19,13.0,5.0,27.0,7.0,0.0,4.0,441.8675,170.0291427042729,1.0,48796.108673,0.0,3.0
TX0000797,2026-01-10 13:47:58.292715800,A005,A006,0,0,1266.56,13.0,5.0,5.0,6.0,0.0,1.0,283.17,0.0,1.0,8843.114395,0.0,2.0
TX0002247,2026-01-10 14:11:12.429635397,A028,A027,0,0,300.59,14.0,5.0,28.0,27.0,0.0,2.0,859.44,580.03,0.0,-1.0,0.0,1.0
TX0005203,2026-01-10 14:43:08.560595842,A019,A021,1,1,20376.27,14.0,5.0,19.0,21.0,0.0,2.0,5012.0,4720.360000000001,1.0,51951.170114,0.0,3.0
TX0004521,2026-01-10 15:09:53.348137215,A028,A001,0,0,227.61,15.0,5.0,28.0,1.0,1.0,3.0,673.1566666666666,541.9343390321582,0.0,-1.0,0.0,1.0
TX0005748,2026-01-10 15:31:05.409031269,A029,A009,0,0,122.63,15.0,5.0,29.0,9.0,0.0,2.0,405.90999999999997,212.62999999999997,0.0,-1.0,0.0,2.0
TX0004334,2026-01-10 15:45:43.342095285,A003,A013,1,1,9830.74,15.0,5.0,3.0,13.0,0.0,3.0,13659.026666666667,5505.793322869608,3.0,30904.903876,0.0,2.0
TX0004152,2026-01-10 15:56:48.565627204,A018,A011,0,0,168.21,15.0,5.0,18.0,11.0,0.0,2.0,425.15999999999997,275.24,0.0,-1.0,0.0,2.0
TX0004616,2026-01-10 16:20:05.852101702,A015,A009,0,0,602.86,16.0,5.0,15.0,9.0,0.0,1.0,301.83,0.0,0.0,-1.0,1.0,3.0
TX0000033,2026-01-10 16:43:13.488012106,A022,A029,0,0,314.39,16.0,5.0,22.0,29.0,0.0,1.0,250.41,0.0,0.0,-1.0,0.0,4.0
TX0003745,2026-01-10 16:45:29.847531881,A001,A019,0,0,1984.48,16.0,5.0,1.0,19.0,0.0,1.0,902.44,0.0,0.0,-1.0,0.0,1.0
TX0003549,2026-01-10 17:06:09.850357240,A018,A022,0,0,131.6,17.0,5.0,18.0,22.0,0.0,3.0,339.51,255.29698405321335,0.0,-1.0,0.0,4.0
TX0005369,2026-01-10 17:36:28.164378117,A021,A030,0,1,9774.35,17.0,5.0,21.0,30.0,0.0,3.0,1202.82,868.721979039708,0.0,-1.0,0.0,1.0
TX0005449,2026-01-10 18:18:26.087230718,A021,A019,0,0,515.54,18.0,5.0,21.0,19.0,1.0,4.0,3345.7025000000003,3787.062797745603,0.0,-1.0,0.0,2.0
TX0004814,2026-01-10 18:19:44.714701704,A027,A024,0,0,611.95,18.0,5.0,27.0,24.0,0.0,5.0,405.932,168.20632608793287,0.0,-1.0,0.0,1.0
TX0001459,2026-01-10 18:33:20.528980293,A003,A013,1,1,9603.94,18.0,5.0,3.0,13.0,0.0,2.0,9839.74,9.0,2.0,10057.186885,0.0,2.0
TX0005713,2026-01-10 18:37:19.798593287,A024,A014,0,0,258.53,18.0,5.0,24.0,14.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
